         28691456 function calls (27889897 primitive calls) in 90.623 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     6814    0.016    0.000    0.029    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:2041(_setattr_cm)
     1333    0.007    0.000    0.029    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:823(get_prop_tup)
     2077    0.005    0.000    0.029    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:352(ymin)
      326    0.001    0.000    0.028    0.000 <__array_function__ internals>:2(clip)
    11354    0.018    0.000    0.028    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1683(__init__)
     5658    0.010    0.000    0.028    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1819(__init__)
     5457    0.013    0.000    0.028    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\threading.py:1071(is_alive)
      866    0.006    0.000    0.028    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\lib\stride_tricks.py:206(broadcast_arrays)
      302    0.001    0.000    0.027    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:702(<listcomp>)
        2    0.000    0.000    0.027    0.013 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\image.py:595(draw)
      326    0.001    0.000    0.027    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\fromnumeric.py:2021(clip)
     1091    0.014    0.000    0.027    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:671(translated)
    86591    0.026    0.000    0.026    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\numeric.py:1417(_cross_dispatcher)
     2445    0.005    0.000    0.026    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2470(composite_transform_factory)
     1933    0.004    0.000    0.026    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:357(xmax)
        2    0.000    0.000    0.026    0.013 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\image.py:872(make_image)
        2    0.004    0.002    0.026    0.013 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\image.py:255(_make_image)
     2085    0.003    0.000    0.025    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1236(__add__)
     3511    0.016    0.000    0.025    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\font_manager.py:660(__hash__)
      354    0.002    0.000    0.025    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1950(rotate_deg_around)
     1406    0.011    0.000    0.025    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:1146(set_linestyle)
     2374    0.005    0.000    0.024    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\colors.py:149(to_rgba)
      128    0.000    0.000    0.024    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:798(_set_scale)
     1406    0.003    0.000    0.024    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:1257(set_markerfacecoloralt)
    70760    0.024    0.000    0.024    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\multiarray.py:312(where)
     2934    0.007    0.000    0.024    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:126(invalidate)
      302    0.001    0.000    0.024    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:703(<listcomp>)
7350/4565    0.006    0.000    0.024    0.000 {built-in method builtins.hash}
      302    0.001    0.000    0.023    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:704(<listcomp>)
      142    0.004    0.000    0.023    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:708(intersection)
      880    0.002    0.000    0.023    0.000 <__array_function__ internals>:2(column_stack)
      128    0.001    0.000    0.023    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\scale.py:86(set_default_locators_and_formatters)
      302    0.001    0.000    0.023    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:705(<listcomp>)
        8    0.000    0.000    0.023    0.003 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:594(_init_axis)
      309    0.001    0.000    0.023    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:219(_get_xy_display)
     1184    0.002    0.000    0.023    0.000 <__array_function__ internals>:2(round_)
      596    0.004    0.000    0.022    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1930(rotate_deg)
       30    0.001    0.000    0.022    0.001 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:1976(_update_patch_limits)
       96    0.001    0.000    0.022    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:819(cla)
     3473    0.021    0.000    0.021    0.000 {method 'astype' of 'numpy.ndarray' objects}
      336    0.002    0.000    0.021    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\fromnumeric.py:42(_wrapit)
      326    0.001    0.000    0.021    0.000 {method 'clip' of 'numpy.ndarray' objects}
      707    0.017    0.000    0.021    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:1702(normalize_kwargs)
     2733    0.007    0.000    0.021    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:809(get_unitless_position)
      954    0.003    0.000    0.021    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:788(from_extents)
      326    0.002    0.000    0.021    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\_methods.py:97(_clip)
1834/1833    0.005    0.000    0.020    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1025(get_points)
       40    0.001    0.000    0.020    0.001 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:2047(_update_offset_text_position)
     2564    0.003    0.000    0.020    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1696(transform)
   131390    0.020    0.000    0.020    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\copy.py:182(_deepcopy_atomic)
      297    0.002    0.000    0.020    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:1330(update_from)
      916    0.004    0.000    0.020    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:500(update_position)
     3829    0.007    0.000    0.019    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\contextlib.py:117(__exit__)
       48    0.000    0.000    0.019    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:230(set_clip_path)
     4257    0.016    0.000    0.019    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:164(set_children)
      320    0.008    0.000    0.019    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:691(_compute_offset)
      861    0.004    0.000    0.019    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:617(update_position)
      802    0.001    0.000    0.019    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:654(new_gc)
     4000    0.017    0.000    0.019    0.000 D:\_COURSES\AA Master in Edinburgh\0 Summer project\python code\MCsimv2.py:983(get_index_seq)
        5    0.000    0.000    0.019    0.004 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_axes.py:1432(plot)
      596    0.008    0.000    0.018    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1914(rotate)
       78    0.001    0.000    0.018    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\patches.py:42(__init__)
     1184    0.002    0.000    0.018    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\fromnumeric.py:3590(round_)
      880    0.007    0.000    0.018    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\lib\shape_base.py:612(column_stack)
     2644    0.007    0.000    0.018    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1776(transform_affine)
  360/150    0.002    0.000    0.018    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2320(frozen)
    58857    0.018    0.000    0.018    0.000 {function RcParams.__getitem__ at 0x0000020A0D602160}
     3400    0.005    0.000    0.018    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:1382(_to_unmasked_float_array)
      802    0.006    0.000    0.018    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:718(__init__)
     1576    0.004    0.000    0.017    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1748(frozen)
6157/2934    0.014    0.000    0.017    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:137(_invalidate_internal)
      320    0.002    0.000    0.017    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:260(<listcomp>)
       16    0.000    0.000    0.017    0.001 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:2918(tick_params)
    13361    0.014    0.000    0.017    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:2180(_check_in_list)
    68976    0.017    0.000    0.017    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:774(get_animated)
     5046    0.004    0.000    0.016    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\ipykernel\iostream.py:322(_schedule_flush)
     3219    0.003    0.000    0.016    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:974(<listcomp>)
     1184    0.002    0.000    0.016    0.000 <__array_function__ internals>:2(around)
     1022    0.005    0.000    0.016    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\path.py:96(__init__)
    16989    0.016    0.000    0.016    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:82(__init__)
     1785    0.006    0.000    0.016    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2299(__init__)
      128    0.000    0.000    0.016    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:2662(__init__)
      591    0.002    0.000    0.015    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:778(from_bounds)
       64    0.000    0.000    0.015    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\spines.py:362(draw)
      128    0.001    0.000    0.015    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:1896(__init__)
     1310    0.009    0.000    0.015    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:577(__call__)
     4469    0.005    0.000    0.015    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:170(convert_xunits)
       16    0.000    0.000    0.015    0.001 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:715(__init__)
        8    0.000    0.000    0.015    0.002 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\IPython\core\display.py:81(publish_display_data)
      198    0.001    0.000    0.014    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:257(update_from)
     2374    0.003    0.000    0.014    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\colors.py:115(_is_nth_color)
      128    0.001    0.000    0.014    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:1971(set_params)
        8    0.000    0.000    0.014    0.002 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\ipykernel\zmqshell.py:94(publish)
      270    0.000    0.000    0.014    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:280(__array__)
      402    0.002    0.000    0.014    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2710(_revalidate)
     1439    0.005    0.000    0.014    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:946(_update_property)
     6593    0.014    0.000    0.014    0.000 {method 'copy' of 'numpy.ndarray' objects}
    11859    0.011    0.000    0.013    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:338(pchanged)
      288    0.001    0.000    0.013    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\markers.py:768(_set_tickdown)
     2966    0.006    0.000    0.013    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:673(set_figure)
     2812    0.008    0.000    0.013    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:1113(_split_drawstyle_linestyle)
       96    0.001    0.000    0.013    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2137(frozen)
        9    0.000    0.000    0.013    0.001 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:2388(autoscale_view)
      278    0.001    0.000    0.013    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\markers.py:748(_set_tickleft)
     5457    0.006    0.000    0.013    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\threading.py:1017(_wait_for_tstate_lock)
     1184    0.002    0.000    0.013    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\fromnumeric.py:3130(around)
      714    0.003    0.000    0.013    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1962(translate)
     2335    0.003    0.000    0.012    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:325(_set_artist_props)
       18    0.001    0.000    0.012    0.001 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:2425(handle_single_axis)
      557    0.002    0.000    0.012    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2258(get_matrix)
       46    0.000    0.000    0.012    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\patches.py:685(__init__)
      236    0.001    0.000    0.012    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:405(_get_text1_transform)
1900/1868    0.008    0.000    0.012    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\spines.py:487(get_spine_transform)
      208    0.010    0.000    0.012    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      231    0.001    0.000    0.011    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:522(_get_text1_transform)
     5046    0.008    0.000    0.011    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\ipykernel\iostream.py:309(_is_master_process)
     4856    0.003    0.000    0.011    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\_asarray.py:88(asanyarray)
      236    0.002    0.000    0.011    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:684(get_xaxis_text1_transform)
     1310    0.002    0.000    0.011    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:301(set_label1)
      320    0.007    0.000    0.011    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:730(_set_order_of_magnitude)
     1406    0.003    0.000    0.011    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:648(set_data)
      942    0.003    0.000    0.011    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2654(__init__)
      230    0.003    0.000    0.011    0.000 {built-in method matplotlib._path.get_path_extents}
     4471    0.004    0.000    0.011    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:182(convert_yunits)
      231    0.002    0.000    0.011    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:760(get_yaxis_text1_transform)
     5521    0.011    0.000    0.011    0.000 {method 'acquire' of '_thread.lock' objects}
        8    0.000    0.000    0.011    0.001 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:942(_gen_axes_spines)
      536    0.003    0.000    0.011    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1506(transform_path_non_affine)
     5658    0.005    0.000    0.011    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:49(_stale_figure_callback)
      288    0.001    0.000    0.011    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\markers.py:762(_set_tickup)
      214    0.001    0.000    0.011    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\font_manager.py:858(copy)
       40    0.000    0.000    0.011    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:957(<genexpr>)
       32    0.000    0.000    0.011    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\spines.py:536(linear_spine)
      726    0.001    0.000    0.011    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\font_manager.py:670(__eq__)
     2274    0.003    0.000    0.010    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\re.py:186(match)
      652    0.005    0.000    0.010    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\_methods.py:63(_clip_dep_is_scalar_nan)
     1310    0.002    0.000    0.010    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:314(set_label2)
      278    0.001    0.000    0.010    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\markers.py:754(_set_tickright)
     2507    0.004    0.000    0.010    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:360(set_transform)
      312    0.004    0.000    0.010    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\patches.py:504(_bind_draw_path_function)
     1523    0.002    0.000    0.010    0.000 {method 'max' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.010    0.005 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cm.py:223(to_rgba)
        2    0.001    0.001    0.010    0.005 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\colors.py:480(__call__)
     1189    0.002    0.000    0.010    0.000 <__array_function__ internals>:2(concatenate)
        7    0.000    0.000    0.010    0.001 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\pyplot.py:2606(grid)
      236    0.001    0.000    0.010    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:408(_get_text2_transform)
     1406    0.003    0.000    0.010    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:733(set_transform)
     4154    0.005    0.000    0.010    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:1285(set_xdata)
     1294    0.003    0.000    0.009    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:1881(getter)
     2830    0.009    0.000    0.009    0.000 {built-in method matplotlib._path.affine_transform}
      242    0.008    0.000    0.009    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     4888    0.004    0.000    0.009    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\abc.py:96(__instancecheck__)
     1272    0.002    0.000    0.009    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:1539(convert_units)
  329/322    0.002    0.000    0.009    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1691(__eq__)
     1406    0.005    0.000    0.009    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:1401(set_dash_capstyle)
       32    0.001    0.000    0.009    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\spines.py:34(__init__)
      231    0.001    0.000    0.009    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:525(_get_text2_transform)
     2758    0.003    0.000    0.009    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:905(set_visible)
      382    0.007    0.000    0.009    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2791(nonsingular)
      186    0.001    0.000    0.009    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\lib\stride_tricks.py:270(<listcomp>)
      236    0.001    0.000    0.009    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:710(get_xaxis_text2_transform)
     1188    0.008    0.000    0.009    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\font_manager.py:776(set_weight)
      537    0.001    0.000    0.009    0.000 <__array_function__ internals>:2(all)
     1310    0.009    0.000    0.009    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2867(_interval_contains_close)
     1523    0.001    0.000    0.009    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\_methods.py:28(_amax)
      231    0.001    0.000    0.009    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:786(get_yaxis_text2_transform)
     4356    0.004    0.000    0.009    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\font_manager.py:1233(<genexpr>)
      378    0.007    0.000    0.009    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\lib\stride_tricks.py:116(_broadcast_to)
      916    0.001    0.000    0.009    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1687(__array__)
     1406    0.004    0.000    0.008    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:1095(set_linewidth)
2140/1180    0.003    0.000    0.008    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:660(get_xaxis_transform)
       35    0.000    0.000    0.008    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1307(contains_branch_seperately)
      823    0.001    0.000    0.008    0.000 {method 'min' of 'numpy.ndarray' objects}
      212    0.001    0.000    0.008    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\patches.py:303(_set_facecolor)
      320    0.001    0.000    0.008    0.000 <__array_function__ internals>:2(ptp)
     1704    0.002    0.000    0.008    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2375(transform_non_affine)
     3989    0.004    0.000    0.008    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:1297(set_ydata)
       35    0.000    0.000    0.008    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1287(contains_branch)
     3008    0.004    0.000    0.008    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:59(_scale_dashes)
      194    0.000    0.000    0.008    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2733(get_transformed_path_and_affine)
    30808    0.008    0.000    0.008    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:194(axes)
      208    0.000    0.000    0.008    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2722(get_transformed_points_and_affine)
       34    0.000    0.000    0.008    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\pyplot.py:599(gcf)
2095/1155    0.003    0.000    0.008    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:736(get_yaxis_transform)
      354    0.001    0.000    0.008    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\patches.py:747(_convert_units)
     1272    0.002    0.000    0.008    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\units.py:122(is_numlike)
        8    0.000    0.000    0.008    0.001 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\pyplot.py:426(figure)
     1188    0.006    0.000    0.008    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\font_manager.py:812(set_size)
     1022    0.003    0.000    0.008    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\path.py:188(_update_values)
     6926    0.002    0.000    0.008    0.000 {built-in method builtins.setattr}
      144    0.000    0.000    0.008    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:1174(<genexpr>)
5122/2770    0.006    0.000    0.007    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2357(<lambda>)
      128    0.002    0.000    0.007    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:1948(_validate_steps)
      177    0.000    0.000    0.007    0.000 <__array_function__ internals>:2(vstack)
      938    0.003    0.000    0.007    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\path.py:159(_fast_from_codes_and_verts)
       32    0.000    0.000    0.007    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\spines.py:214(register_axis)
      823    0.001    0.000    0.007    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\_methods.py:32(_amin)
     1978    0.002    0.000    0.007    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2047(transform)
     1406    0.004    0.000    0.007    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:1355(set_dash_joinstyle)
      448    0.001    0.000    0.007    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:1078(set_position)
     4630    0.005    0.000    0.007    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\lib\function_base.py:257(iterable)
      537    0.001    0.000    0.007    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\fromnumeric.py:2324(all)
